text,trans
雛菜、ソファに\nごろ～んてしていい？,"히나나, 소파에서\n빈둥빈둥~해도 돼?"
雛菜はね、\n雛菜がしあわせ～って思えることだけでいいの,"히나나는 있지,\n히나나가 행복해~라고 생각하는 것만 있으면 괜찮아"
やれるって、言って,"할 수 있다고, 말해줘"
ありがと\nここまで……ありがと,고마워\n지금까지…… 고마워
行くよ……待ってるから\nもっと、上で,"갈게…… 기다릴 테니까\n좀 더, 위에서"
行っくよーーみんな～～っ！！\nみんなのことは、このチョコアイドルが応援します！,간다 모두들!!\n모두를 이 쵸코 아이돌이 응원할게!
かくれんぼも鬼ごっこも好きですし──あっ、木の実拾ったりとかも楽しそうですね！,"숨바꼭질도 술래잡기도 좋아하고\n앗, 나무 열매를 주으러 다니는 것도 즐겁죠!"
へへへ平気ですよ……！\n心配しすぎです……！,괘괘괘괜찮아요……!\n걱정이 심하시네요……!
ぴぇ！？ききき緊張なんて\nしてませんよ……！,삐에!? 기기기긴장 같은 거 \n안 했어요……!
ぴゃ！？\nだだだ大丈夫です……！,뺘!? \n괘괘괘괜찮아요……!
こうやって隠れていましょう\n……ね？,이렇게 숨어있어봐요\n……알았죠?
わ、わたし、もっと頑張ります\n頑張って……それで……\nもっといい福丸小糸になります……！,"저, 저, 좀 더 열심히 할게요\n열심히 해서…… 그래서……\n더 나은 후쿠마루 코이토가 될래요……!"
え、えへ……\nわ、わたしにかかれば\nこのくらいよゆーですよ……！,"에, 에헤……\n저, 저한테 걸리면 이 정도는 여유롭다구요……!"
え、えへへ……\nべ、別に喜んでないですよ\nこれが普通で当たり前ですから……！,"에, 에헤헤……\n벼, 별로 기뻐하는 거 아니에요!\n이게 보통이고 당연한 거니까……!"
なななな……！\nや、やめてください……！,"뭐뭐뭐뭐……!\n그, 그만둬주세요……!"
びびびっくりしました……！\nもう……！,까까깜짝 놀랐잖아요……!\n정말……!
ぷ、プロデューサーさんは\nわたしがいないとだめだめ\nなんですからー！,"프, 프로듀서님은\n제가 없으면\n답이 없다니까요ー!"
も、もう……！\nう、嬉しくないですよ……！,"저, 정말……!\n기, 기쁘지 않다구요……!"
わ、わたしも……！\nプロデューサーさんがいないと\nだめだめかもしれないです……,"저, 저도……!\n프로듀서님이 없으면\n답이 없을지도 몰라요……"
……今よりもっと、もっと頑張ります……！,"……지금보다 더욱, 더욱 힘낼게요……!"
あ……えっと、\nこ、このくらいよゆーです！,"아……저기, \n이, 이 정도는 여유로워요!"
へ、へっちゃらです……！\n負けるわけないです……！,"무, 문제 없어요……!\n질 리 없어요……!"
ままま任せてください……！\nわ、わたしに……！,"마마마맡겨주세요……!\n저, 저한테……!"
わたし、最後までもっと……\nもっと頑張りたかったです……！,"저, 마지막까지 더……\n더욱 열심히하고 싶었어요……!"
えっと、あの……\n──え！\nこのお菓子貰っていいんですか？,"저기, 그……\n에!\n이 과자 받아도 되나요?"
ぴぇ……！？\nな、なんだ……\nプロデューサーさんですか……,"삐에……!?\n뭐, 뭐야……\n프로듀서님인가요……"
……プロデューサーさん、わたし\nちゃんと頑張れてましたよね……？,아~~~……\n그런 거였어?
ご、合格！？　ま、まあ当然ですけどね……！,"하, 합격!? 무, 뭐 당연한 거지만요……!"
ぴゃ！？,뺘!?
ふ、不合格……も、もっと頑張ります……！,"부, 불합격……더, 더욱 열심히 할게요……!"
……ぴゃ！？\nえ、あ、えっと！　あ、ありがとうございます……！,"……뺘!?\n에, 아, 저기! 고, 고맙습니다……!"
ぴゃ……！？\nななななんですか……！\n何か用事ですか……！？,뺘……!?\n뭐뭐뭐뭔가요……!\n뭔가 볼일이라도 있으신가요……!?
わたし……最後まで頑張って、\nいいんですね……！,"저…… 마지막까지 열심히 해도,\n되는 거네요……!"
あっ、プロデューサーさんじゃ\nないですかー！,"앗, 프로듀서님\n아니세요!"
あの、プロデューサーさんー！\nどうしちゃったんですかー？,"저기, 프로듀서님!\n무슨 일 있으신가요?"
う、うん……！　い、いいの……！？,"으, 응……! 그, 그래도 돼요……!?"
お、怒りますよ……！\nプロデューサーさん！,"아, 화낼 거예요……!\n프로듀서님!"
こ、子ども扱いしてませんか……！,"어, 어린애 취급하고 계신 거 아닌가요……!"
ご、合格……よ、よかった……！,"하, 합격…… 다, 다행이다……!"
そろそろレッスンはじめませんか\nプロデューサーさんー！,슬슬 레슨 시작하지 않으실래요\n프로듀서님!
な、なんですか\nプロデューサーさん……！,"뭐, 뭔가요\n프로듀서님……!"
な、何してるんですか\nプロデューサーさんー！,"뭐, 뭐하시는 건가요\n프로듀서님!"
な、撫でないでください……！,"쓰, 쓰다듬지 말아주세요……!"
みんなは今日\n何してるのかな……,다들 오늘\n뭐하고 있으려나……
も、もう！　許しませんよ\nプロデューサーさん！,"저, 정말! 용서 안할 거예요\n프로듀서님!"
わたしがいないとだめだめですもん\nプロデューサーさん！,제가 없으면 답이 없으시다니까요\n프로듀서님!
プロデューサーさんには\nわたしがついててあげます！,프로듀서님께\n제가 따라가 드릴게요!
…………\nえっと、ですね……,"…………\n그게, 말이죠……"
……あの\nやめてください,저기……\n그만해주세요
あ、あの……\nど、どうしたんですか……？,"저, 저기……\n무, 무슨 일 있으신가요……?"
あ、あの……\nなんですか……,"저, 저기……\n무슨 일이신가요……"
あ、え、えっと……\nみんなは……？,"아, 그, 그게……\n다른 애들은……?"
あ、えっと、ですね……\nわ、わかりました……,"아, 그게 말이죠……\n아, 알겠습니다……"
い、いえ！　わたしはよゆーですよ\n全然平気です！,"아, 아뇨! 저는 여유롭다구요\n완전 괜찮아요!"
え……\nえっと……,그……\n그게……
え、えへ……！,"에, 에헤……!"
えっと……ですね……\nあの……,그게……말이죠……\n저기……
すっごく頑張れそうです……！,엄청 힘낼 수 있을 거 같아요……!
ぴぇ……！？,삐에……!?
ぴぇ！？\nななな何するんですか……！？,삐에!?\n뭐뭐뭐뭐하시는 거예요……!?
ぴゃ……！？\nぷ、プロデューサーさん……,"삐에……!?\n프, 프로듀서님……"
ぴゃ！？\nどどどどうしました……？,뺘!?\n왜왜왜왜 그러세요……?
ぴゃ！？\nななななんですか……！？,뺘!?\n뭐뭐뭐뭐예요……!?
ぴゃ！？\nななななんですか……！,뺘!?\n뭐뭐뭐뭔가요……!
ぴゃ！？\nわわわわたしに何か……！,뺘!?\n저저저저한테 뭔가……!
みんな、わたしがいないとだめなんですよー！,"다들, 제가 없으면 안 된다구요!"
ややややめてください……！,그그그그만해주세요……!
わ、わたしは……\nど、どうしたら……,"저, 저는……\n어, 어떻게 해야……"
今日は休みにしよう\n休むのも大切なことだぞ,오늘은 쉬도록 하자\n휴식도 중요한 거니까
うまか時には、うまか～って\nうれしか時には、うれしか～って……\n──んふふ～、今はどっちもやね～,맛있을 때는 맛있어부러~\n기쁠 때는 기뻐부러~인디……\n응후후~ 지금은 둘 다구마~
なんか、ありがと言うタイミングなくて\nないっていうかなんだろ……\nごめんね、今になって。ありがと,"뭐랄까, 고맙다고 말할 타이밍이\n없었다고나 할까……\n미안해, 이제서야. 고마워"
あなたには\n心配されたくありません,당신에게는\n걱정받고 싶지 않아요
今、ここにいることが、私の\n答えってことにしてください,"지금, 여기에 있는 것이, 제\n대답이라는 것으로 해 주세요"
……いつも優しいあなたが嫌い,……언제나 상냥한 당신이 싫어
──園田智代子は、プロデューサーさんのおかげで、\n今日もチョコアイドルとして元気に活動できています──！\nだから……いつもありがとうございます、ですよ！,"소노다 치요코는, 프로듀서님 덕분에,\n오늘도 쵸코 아이돌로서 건강하게 활동하고 있어요! \n그러니까……언제나 감사합니다, 에요!"
あなたのやさしいところ、情に厚いところ、\n結構ドジだったり、ユニークだったりするところ……\nそうやって私を騙そうとするところ、全部大嫌いです,"당신의 상냥한 점, 정이 많은 점,\n상당히 얼빠지거나, 유니크하거나 한 점……\n그렇게 해서 나를 속이려고 하는 점, 전부 정말 싫어요"
そばにいてもいいとか、\n私が許可を出すわけないですよね？\nだから……あなたが勝手にそばにいるだけでしょ,"옆에 있어도 된다고,\n제가 허락할 리가 없잖아요?\n그러니까……당신이 멋대로 옆에 있는 것뿐이잖아요"
いいステージになるよ\nわかるんだ,좋은 스테이지가 될 거야\n알 수 있어
お客さん、笑顔にしなきゃ\n私がそうしてもらったみたいに,"관객분들, 웃는 얼굴로 만들어야지\n내가 그렇게 된 것 처럼"
ふーっ……ふふっ\n緊張してるんだ、ほんとは,"후ー……후훗\n긴장하고 있어, 사실은"
